STATE,Date,YearMonth,Events,Damage,y,Events_3M,Events_12M,Events_36M,Damage_3M,Damage_12M,Damage_36M
ALABAMA,1950-01-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1950-03-03,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-03-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1950-05-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-05-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1950-07-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-07-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-08-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-10-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-10-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-12-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1950-12-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-01-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1951-03-03,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-03-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1951-05-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-05-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1951-07-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-07-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-08-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-10-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-10-31,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-12-01,NA,0,0,0,0,0,0,0,0,0
ALABAMA,1951-12-31,NA,0,0,1,0,0,0,0,0,0
ALABAMA,1952-01-31,195201,1,2.5,0,1,1,1,2.5,2.5,2.5
ALABAMA,1952-03-02,NA,0,0,0,1,1,1,2.5,2.5,2.5
ALABAMA,1952-03-31,195203,2,50,1,3,3,3,52.5,52.5,52.5
ALABAMA,1952-05-01,NA,0,0,0,2,3,3,50,52.5,52.5
ALABAMA,1952-05-31,195205,3,75,0,5,6,6,125,127.5,127.5
ALABAMA,1952-07-01,NA,0,0,0,3,6,6,75,127.5,127.5
ALABAMA,1952-07-31,NA,0,0,0,3,6,6,75,127.5,127.5
ALABAMA,1952-08-31,NA,0,0,0,0,6,6,0,127.5,127.5
ALABAMA,1952-10-01,NA,0,0,0,0,6,6,0,127.5,127.5
ALABAMA,1952-10-31,NA,0,0,0,0,6,6,0,127.5,127.5
ALABAMA,1952-12-01,NA,0,0,0,0,6,6,0,127.5,127.5
ALABAMA,1952-12-31,NA,0,0,1,0,6,6,0,127.5,127.5
ALABAMA,1953-01-31,195301,5,80,0,5,10,11,80,205,207.5
ALABAMA,1953-03-03,NA,0,0,0,5,10,11,80,205,207.5
ALABAMA,1953-03-31,195303,2,5,1,7,10,13,85,160,212.5
ALABAMA,1953-05-01,NA,0,0,0,2,10,13,5,160,212.5
ALABAMA,1953-05-31,195305,6,330,1,8,13,19,335,415,542.5
ALABAMA,1953-07-01,NA,0,0,0,6,13,19,330,415,542.5
ALABAMA,1953-07-31,NA,0,0,1,6,13,19,330,415,542.5
ALABAMA,1953-08-31,NA,0,0,0,0,13,19,0,415,542.5
ALABAMA,1953-10-01,NA,0,0,0,0,13,19,0,415,542.5
ALABAMA,1953-10-31,NA,0,0,1,0,13,19,0,415,542.5
ALABAMA,1953-12-01,NA,0,0,0,0,13,19,0,415,542.5
ALABAMA,1953-12-31,195312,2,27.5,0,2,15,21,27.5,442.5,570
ALABAMA,1954-01-31,NA,0,0,0,2,10,21,27.5,362.5,570
ALABAMA,1954-03-03,NA,0,0,0,2,10,21,27.5,362.5,570
ALABAMA,1954-03-31,195403,2,50,1,2,10,23,50,407.5,620
ALABAMA,1954-05-01,NA,0,0,0,2,10,23,50,407.5,620
ALABAMA,1954-05-31,NA,0,0,1,2,4,23,50,77.5,620
ALABAMA,1954-07-01,NA,0,0,0,0,4,23,0,77.5,620
ALABAMA,1954-07-31,NA,0,0,1,0,4,23,0,77.5,620
ALABAMA,1954-08-31,NA,0,0,1,0,4,23,0,77.5,620
ALABAMA,1954-10-01,NA,0,0,0,0,4,23,0,77.5,620
ALABAMA,1954-10-31,NA,0,0,0,0,4,23,0,77.5,620
ALABAMA,1954-12-01,NA,0,0,0,0,4,23,0,77.5,620
ALABAMA,1954-12-31,195412,5,530,1,5,7,28,530,580,1150
ALABAMA,1955-01-31,NA,0,0,0,5,7,27,530,580,1147.5
ALABAMA,1955-03-03,NA,0,0,0,5,7,27,530,580,1147.5
ALABAMA,1955-03-31,195503,4,25,1,4,9,29,25,555,1122.5
ALABAMA,1955-05-01,NA,0,0,0,4,9,29,25,555,1122.5
ALABAMA,1955-05-31,195505,2,0,1,6,11,28,25,555,1047.5
ALABAMA,1955-07-01,NA,0,0,0,2,11,28,0,555,1047.5
ALABAMA,1955-07-31,195507,2,0,1,4,13,30,0,555,1047.5
ALABAMA,1955-08-31,NA,0,0,1,2,13,30,0,555,1047.5
ALABAMA,1955-10-01,NA,0,0,0,2,13,30,0,555,1047.5
ALABAMA,1955-10-31,195510,7,35,0,7,20,37,35,590,1082.5
ALABAMA,1955-12-01,NA,0,0,0,7,20,37,35,590,1082.5
ALABAMA,1955-12-31,NA,0,0,1,7,15,37,35,60,1082.5
ALABAMA,1956-01-31,NA,0,0,1,0,15,32,0,60,1002.5
ALABAMA,1956-03-02,NA,0,0,0,0,15,32,0,60,1002.5
ALABAMA,1956-03-31,195603,3,25,0,3,14,33,25,60,1022.5
ALABAMA,1956-05-01,NA,0,0,0,3,14,33,25,60,1022.5
ALABAMA,1956-05-31,195605,3,25,1,6,15,30,50,85,717.5
ALABAMA,1956-07-01,NA,0,0,0,3,15,30,25,85,717.5
ALABAMA,1956-07-31,195607,2,2.5,0,5,15,32,27.5,87.5,720
ALABAMA,1956-08-31,195608,1,0,0,3,16,33,2.5,87.5,720
ALABAMA,1956-10-01,NA,0,0,0,3,16,33,2.5,87.5,720
ALABAMA,1956-10-31,NA,0,0,1,1,9,33,0,52.5,720
ALABAMA,1956-12-01,NA,0,0,0,0,9,33,0,52.5,720
ALABAMA,1956-12-31,195612,4,0.75,0,4,13,35,0.75,53.25,693.25
ALABAMA,1957-01-31,NA,0,0,1,4,13,35,0.75,53.25,693.25
ALABAMA,1957-03-03,NA,0,0,0,4,13,35,0.75,53.25,693.25
ALABAMA,1957-03-31,195703,6,25.03,1,6,16,39,25.03,53.28,668.28
ALABAMA,1957-05-01,NA,0,0,0,6,16,39,25.03,53.28,668.28
ALABAMA,1957-05-31,195705,3,2.5,1,9,16,42,27.53,30.78,670.78
ALABAMA,1957-07-01,NA,0,0,0,3,16,42,2.5,30.78,670.78
ALABAMA,1957-07-31,195707,1,0,1,4,15,43,2.5,28.28,670.78
ALABAMA,1957-08-31,195708,1,2.5,0,2,15,44,2.5,30.78,673.28
ALABAMA,1957-10-01,NA,0,0,0,2,15,44,2.5,30.78,673.28
ALABAMA,1957-10-31,NA,0,0,0,1,15,44,2.5,30.78,673.28
ALABAMA,1957-12-01,NA,0,0,0,0,15,44,0,30.78,673.28
ALABAMA,1957-12-31,195712,4,280,0,4,15,43,280,310.03,423.28
ALABAMA,1958-01-31,195801,1,2.5,1,5,16,44,282.5,312.53,425.78
ALABAMA,1958-03-03,NA,0,0,0,5,16,44,282.5,312.53,425.78
ALABAMA,1958-03-31,NA,0,0,1,1,10,40,2.5,287.5,400.78
ALABAMA,1958-05-01,NA,0,0,0,0,10,40,0,287.5,400.78
ALABAMA,1958-05-31,195805,6,25,1,6,13,44,25,310,425.78
ALABAMA,1958-07-01,NA,0,0,0,6,13,44,25,310,425.78
ALABAMA,1958-07-31,NA,0,0,1,6,12,42,25,310,425.78
ALABAMA,1958-08-31,NA,0,0,1,0,11,42,0,307.5,425.78
ALABAMA,1958-10-01,NA,0,0,0,0,11,42,0,307.5,425.78
ALABAMA,1958-10-31,195810,1,0,1,1,12,36,0,307.5,390.78
ALABAMA,1958-12-01,NA,0,0,0,1,12,36,0,307.5,390.78
ALABAMA,1958-12-31,NA,0,0,0,1,8,36,0,27.5,390.78
ALABAMA,1959-01-31,195901,2,25,0,2,9,38,25,50,415.78
ALABAMA,1959-03-03,NA,0,0,0,2,9,38,25,50,415.78
ALABAMA,1959-03-31,195903,5,27.5,1,7,14,40,52.5,77.5,418.28
ALABAMA,1959-05-01,NA,0,0,0,5,14,40,27.5,77.5,418.28
ALABAMA,1959-05-31,195905,5,250.25,1,10,13,42,277.75,302.75,643.53
ALABAMA,1959-07-01,NA,0,0,0,5,13,42,250.25,302.75,643.53
ALABAMA,1959-07-31,195907,6,25,1,11,19,46,275.25,327.75,666.03
ALABAMA,1959-08-31,NA,0,0,1,6,19,45,25,327.75,666.03
ALABAMA,1959-10-01,NA,0,0,0,6,19,45,25,327.75,666.03
ALABAMA,1959-10-31,NA,0,0,0,0,18,45,0,327.75,666.03
ALABAMA,1959-12-01,NA,0,0,0,0,18,45,0,327.75,666.03
ALABAMA,1959-12-31,NA,0,0,1,0,18,41,0,327.75,665.28
ALABAMA,1960-01-31,196001,1,2.5,1,1,17,42,2.5,305.25,667.78
ALABAMA,1960-03-02,NA,0,0,0,1,17,42,2.5,305.25,667.78
ALABAMA,1960-03-31,196003,6,25,1,7,18,42,27.5,302.75,667.75
ALABAMA,1960-05-01,NA,0,0,0,6,18,42,25,302.75,667.75
ALABAMA,1960-05-31,196005,6,280,1,12,19,45,305,332.5,945.25
ALABAMA,1960-07-01,NA,0,0,0,6,19,45,280,332.5,945.25
ALABAMA,1960-07-31,196007,6,0,1,12,19,50,280,307.5,945.25
ALABAMA,1960-08-31,196008,1,0,1,7,20,50,0,307.5,942.75
ALABAMA,1960-10-01,NA,0,0,0,7,20,50,0,307.5,942.75
ALABAMA,1960-10-31,196010,3,0,0,4,23,53,0,307.5,942.75
ALABAMA,1960-12-01,NA,0,0,0,3,23,53,0,307.5,942.75
ALABAMA,1960-12-31,NA,0,0,0,3,23,49,0,307.5,662.75
ALABAMA,1961-01-31,NA,0,0,1,0,22,48,0,305,660.25
ALABAMA,1961-03-03,NA,0,0,0,0,22,48,0,305,660.25
ALABAMA,1961-03-31,196103,19,1075,1,19,35,67,1075,1355,1735.25
ALABAMA,1961-05-01,NA,0,0,0,19,35,67,1075,1355,1735.25
ALABAMA,1961-05-31,196105,5,0,1,24,34,66,1075,1075,1710.25
ALABAMA,1961-07-01,NA,0,0,0,5,34,66,0,1075,1710.25
ALABAMA,1961-07-31,196107,1,0,1,6,29,67,0,1075,1710.25
ALABAMA,1961-08-31,196108,1,0,0,2,29,68,0,1075,1710.25
ALABAMA,1961-10-01,NA,0,0,0,2,29,68,0,1075,1710.25
ALABAMA,1961-10-31,NA,0,0,0,1,26,67,0,1075,1710.25
ALABAMA,1961-12-01,NA,0,0,0,0,26,67,0,1075,1710.25
ALABAMA,1961-12-31,196112,11,855,0,11,37,78,855,1930,2565.25
ALABAMA,1962-01-31,196201,3,52.5,1,14,40,79,907.5,1982.5,2592.75
ALABAMA,1962-03-03,NA,0,0,0,14,40,79,907.5,1982.5,2592.75
ALABAMA,1962-03-31,196203,19,875,1,22,40,93,927.5,1782.5,3440.25
ALABAMA,1962-05-01,NA,0,0,0,19,40,93,875,1782.5,3440.25
ALABAMA,1962-05-31,196205,2,0,1,21,37,90,875,1782.5,3190
ALABAMA,1962-07-01,NA,0,0,0,2,37,90,0,1782.5,3190
ALABAMA,1962-07-31,196207,11,0,1,13,47,95,0,1782.5,3165
ALABAMA,1962-08-31,196208,3,0,1,14,49,98,0,1782.5,3165
ALABAMA,1962-10-01,NA,0,0,0,14,49,98,0,1782.5,3165
ALABAMA,1962-10-31,NA,0,0,1,3,49,98,0,1782.5,3165
ALABAMA,1962-12-01,NA,0,0,0,0,49,98,0,1782.5,3165
ALABAMA,1962-12-31,NA,0,0,1,0,38,98,0,927.5,3165
ALABAMA,1963-01-31,196301,4,252.5,0,4,39,101,252.5,1127.5,3415
ALABAMA,1963-03-03,NA,0,0,0,4,39,101,252.5,1127.5,3415
ALABAMA,1963-03-31,196303,22,632.75,1,26,42,117,885.25,885.25,4022.75
ALABAMA,1963-05-01,NA,0,0,0,22,42,117,632.75,885.25,4022.75
ALABAMA,1963-05-31,196305,4,25,1,26,44,115,657.75,910.25,3767.75
ALABAMA,1963-07-01,NA,0,0,0,4,44,115,25,910.25,3767.75
ALABAMA,1963-07-31,196307,9,0,1,13,42,118,25,910.25,3767.75
ALABAMA,1963-08-31,NA,0,0,1,9,39,117,0,910.25,3767.75
ALABAMA,1963-10-01,NA,0,0,0,9,39,117,0,910.25,3767.75
ALABAMA,1963-10-31,NA,0,0,0,0,39,114,0,910.25,3767.75
ALABAMA,1963-12-01,NA,0,0,0,0,39,114,0,910.25,3767.75
ALABAMA,1963-12-31,NA,0,0,0,0,39,114,0,910.25,3767.75
ALABAMA,1964-01-31,196401,2,275,0,2,37,116,275,932.75,4042.75
ALABAMA,1964-03-02,NA,0,0,0,2,37,116,275,932.75,4042.75
ALABAMA,1964-03-31,196403,6,750,1,8,21,103,1025,1050,3717.75
ALABAMA,1964-05-01,NA,0,0,0,6,21,103,750,1050,3717.75
ALABAMA,1964-05-31,196405,3,0,0,9,20,101,750,1025,3717.75
ALABAMA,1964-07-01,NA,0,0,0,3,20,101,0,1025,3717.75
ALABAMA,1964-07-31,196407,2,25,1,5,13,102,25,1050,3742.75
ALABAMA,1964-08-31,196408,4,0,1,6,17,105,25,1050,3742.75
ALABAMA,1964-10-01,NA,0,0,0,6,17,105,25,1050,3742.75
ALABAMA,1964-10-31,196410,6,30,0,10,23,111,30,1080,3772.75
ALABAMA,1964-12-01,NA,0,0,0,6,23,111,30,1080,3772.75
ALABAMA,1964-12-31,196412,7,102.5,0,13,30,107,132.5,1182.5,3020.25
ALABAMA,1965-01-31,NA,0,0,0,7,28,104,102.5,907.5,2967.75
ALABAMA,1965-03-03,NA,0,0,0,7,28,104,102.5,907.5,2967.75
ALABAMA,1965-03-31,196503,7,500,1,7,29,92,500,657.5,2592.75
ALABAMA,1965-05-01,NA,0,0,0,7,29,92,500,657.5,2592.75
ALABAMA,1965-05-31,196505,1,0,1,8,27,91,500,657.5,2592.75
ALABAMA,1965-07-01,NA,0,0,0,1,27,91,0,657.5,2592.75
ALABAMA,1965-07-31,196507,7,2.5,1,8,32,87,2.5,635,2595.25
ALABAMA,1965-08-31,196508,1,0,1,8,29,85,2.5,635,2595.25
ALABAMA,1965-10-01,NA,0,0,0,8,29,85,2.5,635,2595.25
ALABAMA,1965-10-31,NA,0,0,1,1,23,85,0,605,2595.25
ALABAMA,1965-12-01,NA,0,0,0,0,23,85,0,605,2595.25
ALABAMA,1965-12-31,NA,0,0,1,0,16,85,0,502.5,2595.25
ALABAMA,1966-01-31,NA,0,0,1,0,16,81,0,502.5,2342.75
ALABAMA,1966-03-03,NA,0,0,0,0,16,81,0,502.5,2342.75
ALABAMA,1966-03-31,196603,3,525,1,3,12,62,525,527.5,2235
ALABAMA,1966-05-01,NA,0,0,0,3,12,62,525,527.5,2235
ALABAMA,1966-05-31,NA,0,0,1,3,11,58,525,527.5,2210
ALABAMA,1966-07-01,NA,0,0,0,0,11,58,0,527.5,2210
ALABAMA,1966-07-31,196607,4,25,1,4,8,53,25,550,2235
ALABAMA,1966-08-31,196608,1,2.5,1,5,8,54,27.5,552.5,2237.5
ALABAMA,1966-10-01,NA,0,0,0,5,8,54,27.5,552.5,2237.5
ALABAMA,1966-10-31,NA,0,0,0,1,8,54,2.5,552.5,2237.5
ALABAMA,1966-12-01,NA,0,0,0,0,8,54,0,552.5,2237.5
ALABAMA,1966-12-31,NA,0,0,1,0,8,54,0,552.5,2237.5
ALABAMA,1967-01-31,NA,0,0,1,0,8,52,0,552.5,1962.5
ALABAMA,1967-03-03,NA,0,0,0,0,8,52,0,552.5,1962.5
ALABAMA,1967-03-31,196703,12,377.5,1,12,17,58,377.5,405,1590
ALABAMA,1967-05-01,NA,0,0,0,12,17,58,377.5,405,1590
ALABAMA,1967-05-31,196705,31,27.5,1,43,48,86,405,432.5,1617.5
ALABAMA,1967-07-01,NA,0,0,0,31,48,86,27.5,432.5,1617.5
ALABAMA,1967-07-31,196707,6,0.25,1,37,50,90,27.75,407.75,1592.75
ALABAMA,1967-08-31,196708,1,0,1,7,50,87,0.25,405.25,1592.75
ALABAMA,1967-10-01,NA,0,0,0,7,50,87,0.25,405.25,1592.75
ALABAMA,1967-10-31,196710,8,777.5,0,9,58,89,777.5,1182.75,2340.25
ALABAMA,1967-12-01,NA,0,0,0,8,58,89,777.5,1182.75,2340.25
ALABAMA,1967-12-31,196712,14,805,1,22,72,96,1582.5,1987.75,3042.75
ALABAMA,1968-01-31,196801,2,250,0,16,74,98,1055,2237.75,3292.75
ALABAMA,1968-03-02,NA,0,0,0,16,74,98,1055,2237.75,3292.75
ALABAMA,1968-03-31,196803,7,0,1,9,69,98,250,1860.25,2792.75
ALABAMA,1968-05-01,NA,0,0,0,7,69,98,0,1860.25,2792.75
ALABAMA,1968-05-31,196805,19,252.75,1,26,57,116,252.75,2085.5,3045.5
ALABAMA,1968-07-01,NA,0,0,0,19,57,116,252.75,2085.5,3045.5
ALABAMA,1968-07-31,196807,2,0,1,21,53,111,252.75,2085.25,3043
ALABAMA,1968-08-31,196808,15,0,1,17,67,125,0,2085.25,3043
ALABAMA,1968-10-01,NA,0,0,0,17,67,125,0,2085.25,3043
ALABAMA,1968-10-31,NA,0,0,1,15,59,125,0,1307.75,3043
ALABAMA,1968-12-01,NA,0,0,0,0,59,125,0,1307.75,3043
ALABAMA,1968-12-31,196812,7,250,1,7,52,132,250,752.75,3293
ALABAMA,1969-01-31,196901,1,0,1,8,51,133,250,502.75,3293
ALABAMA,1969-03-03,NA,0,0,0,8,51,133,250,502.75,3293
ALABAMA,1969-03-31,196903,4,0,1,5,48,134,0,502.75,2768
ALABAMA,1969-05-01,NA,0,0,0,4,48,134,0,502.75,2768
ALABAMA,1969-05-31,196905,13,102.5,1,17,42,147,102.5,352.5,2870.5
ALABAMA,1969-07-01,NA,0,0,0,13,42,147,102.5,352.5,2870.5
ALABAMA,1969-07-31,196907,8,25.25,1,21,48,151,127.75,377.75,2870.75
ALABAMA,1969-08-31,196908,6,0.03,0,14,39,156,25.28,377.78,2868.28
ALABAMA,1969-10-01,NA,0,0,0,14,39,156,25.28,377.78,2868.28
ALABAMA,1969-10-31,NA,0,0,1,6,39,156,0.03,377.78,2868.28
ALABAMA,1969-12-01,NA,0,0,0,0,39,156,0,377.78,2868.28
ALABAMA,1969-12-31,196912,3,500,1,3,35,159,500,627.78,3368.28
ALABAMA,1970-01-31,NA,0,0,1,3,34,159,500,627.78,3368.28
ALABAMA,1970-03-03,NA,0,0,0,3,34,159,500,627.78,3368.28
ALABAMA,1970-03-31,197003,9,300.25,1,9,39,156,300.25,928.03,3291.03
ALABAMA,1970-05-01,NA,0,0,0,9,39,156,300.25,928.03,3291.03
ALABAMA,1970-05-31,197005,5,0,1,14,31,130,300.25,825.53,3263.53
ALABAMA,1970-07-01,NA,0,0,0,5,31,130,0,825.53,3263.53
ALABAMA,1970-07-31,197007,9,0.25,1,14,32,133,0.25,800.53,3263.53
ALABAMA,1970-08-31,197008,4,25,1,13,30,136,25.25,825.5,3288.53
ALABAMA,1970-10-01,NA,0,0,0,13,30,136,25.25,825.5,3288.53
ALABAMA,1970-10-31,197010,1,0,1,5,31,129,25,825.5,2511.03
ALABAMA,1970-12-01,NA,0,0,0,1,31,129,0,825.5,2511.03
ALABAMA,1970-12-31,197012,1,0,1,2,29,116,0,325.5,1706.03
ALABAMA,1971-01-31,197101,7,50,1,8,36,121,50,375.5,1506.03
ALABAMA,1971-03-03,NA,0,0,0,8,36,121,50,375.5,1506.03
ALABAMA,1971-03-31,197103,20,350,1,27,47,134,400,425.25,1856.03
ALABAMA,1971-05-01,NA,0,0,0,20,47,134,350,425.25,1856.03
ALABAMA,1971-05-31,197105,18,0,1,38,60,133,350,425.25,1603.28
ALABAMA,1971-07-01,NA,0,0,0,18,60,133,0,425.25,1603.28
ALABAMA,1971-07-31,197107,10,0,1,28,61,141,0,425,1603.28
ALABAMA,1971-08-31,NA,0,0,1,10,57,126,0,400,1603.28
ALABAMA,1971-10-01,NA,0,0,0,10,57,126,0,400,1603.28
ALABAMA,1971-10-31,197110,1,0,1,1,57,127,0,400,1603.28
ALABAMA,1971-12-01,NA,0,0,0,1,57,127,0,400,1603.28
ALABAMA,1971-12-31,197112,1,250,1,2,57,121,250,650,1603.28
ALABAMA,1972-01-31,197201,7,1275,1,8,57,127,1525,1875,2878.28
ALABAMA,1972-03-02,NA,0,0,0,8,57,127,1525,1875,2878.28
ALABAMA,1972-03-31,197203,18,30,1,25,55,141,1305,1555,2908.28
ALABAMA,1972-05-01,NA,0,0,0,18,55,141,30,1555,2908.28
ALABAMA,1972-05-31,197205,2,0,1,20,39,130,30,1555,2805.78
ALABAMA,1972-07-01,NA,0,0,0,2,39,130,0,1555,2805.78
ALABAMA,1972-07-31,197207,6,250,1,8,35,128,250,1805,3030.53
ALABAMA,1972-08-31,197208,2,0,1,8,37,124,250,1805,3030.5
ALABAMA,1972-10-01,NA,0,0,0,8,37,124,250,1805,3030.5
ALABAMA,1972-10-31,197210,1,250,1,3,37,125,250,2055,3280.5
ALABAMA,1972-12-01,NA,0,0,0,1,37,125,250,2055,3280.5
ALABAMA,1972-12-31,197212,1,2.5,1,2,37,123,252.5,1807.5,2783
ALABAMA,1973-01-31,197301,3,25,1,4,33,126,27.5,557.5,2808
ALABAMA,1973-03-03,NA,0,0,0,4,33,126,27.5,557.5,2808
ALABAMA,1973-03-31,197303,15,1275,1,18,30,132,1300,1802.5,3782.75
ALABAMA,1973-05-01,NA,0,0,0,15,30,132,1275,1802.5,3782.75
ALABAMA,1973-05-31,197305,72,2037.5,1,87,100,199,3312.5,3840,5820.25
ALABAMA,1973-07-01,NA,0,0,0,72,100,199,2037.5,3840,5820.25
ALABAMA,1973-07-31,197307,4,27.5,1,76,98,194,2065,3617.5,5847.5
ALABAMA,1973-08-31,197308,6,0,0,10,102,196,27.5,3617.5,5822.5
ALABAMA,1973-10-01,NA,0,0,0,10,102,196,27.5,3617.5,5822.5
ALABAMA,1973-10-31,197310,2,0,1,8,103,197,0,3367.5,5822.5
ALABAMA,1973-12-01,NA,0,0,0,2,103,197,0,3367.5,5822.5
ALABAMA,1973-12-31,197312,27,312.75,1,29,129,223,312.75,3677.75,6135.25
ALABAMA,1974-01-31,197401,16,550.25,1,43,142,232,863,4203,6635.5
ALABAMA,1974-03-03,NA,0,0,0,43,142,232,863,4203,6635.5
ALABAMA,1974-03-31,197403,44,0.25,1,60,171,256,550.5,2928.25,6285.75
ALABAMA,1974-05-01,NA,0,0,0,44,171,256,0.25,2928.25,6285.75
ALABAMA,1974-05-31,197405,10,25,1,54,109,248,25.25,915.75,6310.75
ALABAMA,1974-07-01,NA,0,0,0,10,109,248,25,915.75,6310.75
ALABAMA,1974-07-31,197407,10,2.75,1,20,115,248,27.75,891,6313.5
ALABAMA,1974-08-31,197408,6,0.25,1,16,115,254,3,891.25,6313.75
ALABAMA,1974-10-01,NA,0,0,0,16,115,254,3,891.25,6313.75
ALABAMA,1974-10-31,197410,2,5,1,8,115,255,5.25,896.25,6318.75
ALABAMA,1974-12-01,NA,0,0,0,2,115,255,5,896.25,6318.75
ALABAMA,1974-12-31,197412,2,252.5,0,4,90,256,257.5,836,6321.25
ALABAMA,1975-01-31,197501,25,1337.5,0,27,99,274,1590,1623.25,6383.75
ALABAMA,1975-03-03,NA,0,0,0,27,99,274,1590,1623.25,6383.75
ALABAMA,1975-03-31,197503,50,125.25,1,75,105,306,1462.75,1748.25,6479
ALABAMA,1975-05-01,NA,0,0,0,50,105,306,125.25,1748.25,6479
ALABAMA,1975-05-31,197505,7,25,1,57,102,311,150.25,1748.25,6504
ALABAMA,1975-07-01,NA,0,0,0,7,102,311,25,1748.25,6504
ALABAMA,1975-07-31,197507,9,0,1,16,101,314,25,1745.5,6254
ALABAMA,1975-08-31,NA,0,0,1,9,95,312,0,1745.25,6254
ALABAMA,1975-10-01,NA,0,0,0,9,95,312,0,1745.25,6254
ALABAMA,1975-10-31,197510,2,25,1,2,95,313,25,1765.25,6029
ALABAMA,1975-12-01,NA,0,0,0,2,95,313,25,1765.25,6029
ALABAMA,1975-12-31,197512,2,0,1,4,95,314,25,1512.75,6026.5
ALABAMA,1976-01-31,197601,3,250,1,5,73,314,250,425.25,6251.5
ALABAMA,1976-03-02,NA,0,0,0,5,73,314,250,425.25,6251.5
ALABAMA,1976-03-31,197603,51,2287.75,1,54,74,350,2537.75,2587.75,7264.25
ALABAMA,1976-05-01,NA,0,0,0,51,74,350,2287.75,2587.75,7264.25
ALABAMA,1976-05-31,197605,12,50,1,63,79,290,2337.75,2612.75,5276.75
ALABAMA,1976-07-01,NA,0,0,0,12,79,290,50,2612.75,5276.75
ALABAMA,1976-07-31,197607,6,250,1,18,76,292,300,2862.75,5499.25
ALABAMA,1976-08-31,197608,6,2.5,1,12,82,292,252.5,2865.25,5501.75
ALABAMA,1976-10-01,NA,0,0,0,12,82,292,252.5,2865.25,5501.75
ALABAMA,1976-10-31,197610,1,0,0,7,81,291,2.5,2840.25,5501.75
ALABAMA,1976-12-01,NA,0,0,0,1,81,291,0,2840.25,5501.75
ALABAMA,1976-12-31,NA,0,0,1,1,79,264,0,2840.25,5189
ALABAMA,1977-01-31,NA,0,0,1,0,76,248,0,2590.25,4638.75
ALABAMA,1977-03-03,NA,0,0,0,0,76,248,0,2590.25,4638.75
ALABAMA,1977-03-31,197703,10,775,1,10,35,214,775,1077.5,5413.5
ALABAMA,1977-05-01,NA,0,0,0,10,35,214,775,1077.5,5413.5
ALABAMA,1977-05-31,197705,12,2.5,1,22,35,216,777.5,1030,5391
ALABAMA,1977-07-01,NA,0,0,0,12,35,216,2.5,1030,5391
ALABAMA,1977-07-31,197707,29,500,1,41,58,235,502.5,1280,5888.25
ALABAMA,1977-08-31,197708,1,0,1,30,53,230,500,1277.5,5888
ALABAMA,1977-10-01,NA,0,0,0,30,53,230,500,1277.5,5888
ALABAMA,1977-10-31,197710,1,25,1,2,53,229,25,1302.5,5908
ALABAMA,1977-12-01,NA,0,0,0,1,53,229,25,1302.5,5908
ALABAMA,1977-12-31,197712,11,0,0,12,64,238,25,1302.5,5655.5
ALABAMA,1978-01-31,197801,8,0,0,19,72,221,0,1302.5,4318
ALABAMA,1978-03-03,NA,0,0,0,19,72,221,0,1302.5,4318
ALABAMA,1978-03-31,197803,3,0,1,11,65,174,0,527.5,4192.75
ALABAMA,1978-05-01,NA,0,0,0,3,65,174,0,527.5,4192.75
ALABAMA,1978-05-31,197805,33,527.5,1,36,86,200,527.5,1052.5,4695.25
ALABAMA,1978-07-01,NA,0,0,0,33,86,200,527.5,1052.5,4695.25
ALABAMA,1978-07-31,197807,11,0,1,44,68,202,527.5,552.5,4695.25
ALABAMA,1978-08-31,197808,7,0,1,18,74,209,0,552.5,4695.25
ALABAMA,1978-10-01,NA,0,0,0,18,74,209,0,552.5,4695.25
ALABAMA,1978-10-31,NA,0,0,0,7,73,207,0,527.5,4670.25
ALABAMA,1978-12-01,NA,0,0,0,0,73,207,0,527.5,4670.25
ALABAMA,1978-12-31,197812,6,300,0,6,68,211,300,827.5,4970.25
ALABAMA,1979-01-31,197901,1,0,0,7,61,209,300,827.5,4720.25
ALABAMA,1979-03-03,NA,0,0,0,7,61,209,300,827.5,4720.25
ALABAMA,1979-03-31,197903,9,25,1,10,67,167,25,852.5,2457.5
