STATE,Date,YearMonth,Events,Damage,y,Events_3M,Events_12M,Events_36M,Damage_3M,Damage_12M,Damage_36M
ARIZONA,1981-03-31,NA,0,0,1,0,15,61,0,0,25
ARIZONA,1981-05-01,NA,0,0,0,0,15,61,0,0,25
ARIZONA,1981-05-31,198105,2,0,0,2,14,63,0,0,25
ARIZONA,1981-07-01,NA,0,0,0,2,14,63,0,0,25
ARIZONA,1981-07-31,198107,8,0,1,10,16,67,0,0,25
ARIZONA,1981-08-31,198108,5,0,1,13,15,56,0,0,25
ARIZONA,1981-10-01,NA,0,0,0,13,15,56,0,0,25
ARIZONA,1981-10-31,198110,5,0,1,10,20,61,0,0,25
ARIZONA,1981-12-01,NA,0,0,0,5,20,61,0,0,25
ARIZONA,1981-12-31,NA,0,0,1,5,20,61,0,0,25
ARIZONA,1982-01-31,NA,0,0,0,0,20,59,0,0,25
ARIZONA,1982-03-03,NA,0,0,0,0,20,59,0,0,25
ARIZONA,1982-03-31,198203,1,0,0,1,21,55,0,0,0
ARIZONA,1982-05-01,NA,0,0,0,1,21,55,0,0,0
ARIZONA,1982-05-31,198205,2,0,1,3,21,56,0,0,0
ARIZONA,1982-07-01,NA,0,0,0,2,21,56,0,0,0
ARIZONA,1982-07-31,198207,14,0,1,16,27,66,0,0,0
ARIZONA,1982-08-31,198208,11,0.03,1,25,33,66,0.03,0.03,0.03
ARIZONA,1982-10-01,NA,0,0,0,25,33,66,0.03,0.03,0.03
ARIZONA,1982-10-31,NA,0,0,1,11,28,66,0.03,0.03,0.03
ARIZONA,1982-12-01,NA,0,0,0,0,28,66,0,0.03,0.03
ARIZONA,1982-12-31,NA,0,0,0,0,28,66,0,0.03,0.03
ARIZONA,1983-01-31,198301,2,0,0,2,30,66,0,0.03,0.03
ARIZONA,1983-03-03,NA,0,0,0,2,30,66,0,0.03,0.03
ARIZONA,1983-03-31,198303,1,0,1,3,30,66,0,0.03,0.03
ARIZONA,1983-05-01,NA,0,0,0,1,30,66,0,0.03,0.03
ARIZONA,1983-05-31,NA,0,0,0,1,28,63,0,0.03,0.03
ARIZONA,1983-07-01,NA,0,0,0,0,28,63,0,0.03,0.03
ARIZONA,1983-07-31,198307,10,2.5,1,10,24,67,2.5,2.53,2.53
ARIZONA,1983-08-31,198308,28,300,1,38,41,89,302.5,302.5,302.53
ARIZONA,1983-10-01,NA,0,0,0,38,41,89,302.5,302.5,302.53
ARIZONA,1983-10-31,198310,2,0,0,30,43,91,300,302.5,302.53
ARIZONA,1983-12-01,NA,0,0,0,2,43,91,0,302.5,302.53
ARIZONA,1983-12-31,198312,1,250,0,3,44,92,250,552.5,552.53
ARIZONA,1984-01-31,NA,0,0,0,1,42,92,250,552.5,552.53
ARIZONA,1984-03-02,NA,0,0,0,1,42,92,250,552.5,552.53
ARIZONA,1984-03-31,NA,0,0,1,0,41,92,0,552.5,552.53
ARIZONA,1984-05-01,NA,0,0,0,0,41,92,0,552.5,552.53
ARIZONA,1984-05-31,198405,1,0,1,1,42,91,0,552.5,552.53
ARIZONA,1984-07-01,NA,0,0,0,1,42,91,0,552.5,552.53
ARIZONA,1984-07-31,198407,16,50,1,17,48,99,50,600,602.53
ARIZONA,1984-08-31,198408,8,250,1,24,28,102,300,550,852.53
ARIZONA,1984-10-01,NA,0,0,0,24,28,102,300,550,852.53
ARIZONA,1984-10-31,198410,1,0,1,9,27,98,250,550,852.53
ARIZONA,1984-12-01,NA,0,0,0,1,27,98,0,550,852.53
ARIZONA,1984-12-31,NA,0,0,0,1,26,98,0,300,852.53
ARIZONA,1985-01-31,NA,0,0,0,0,26,98,0,300,852.53
ARIZONA,1985-03-03,NA,0,0,0,0,26,98,0,300,852.53
ARIZONA,1985-03-31,198503,3,25,0,3,29,100,25,325,877.53
ARIZONA,1985-05-01,NA,0,0,0,3,29,100,25,325,877.53
ARIZONA,1985-05-31,NA,0,0,1,3,28,98,25,325,877.53
ARIZONA,1985-07-01,NA,0,0,0,0,28,98,0,325,877.53
ARIZONA,1985-07-31,198507,12,0,1,12,24,96,0,275,877.53
ARIZONA,1985-08-31,198508,5,0,1,17,21,90,0,25,877.5
ARIZONA,1985-10-01,NA,0,0,0,17,21,90,0,25,877.5
ARIZONA,1985-10-31,NA,0,0,1,5,20,90,0,25,877.5
ARIZONA,1985-12-01,NA,0,0,0,0,20,90,0,25,877.5
ARIZONA,1985-12-31,NA,0,0,0,0,20,90,0,25,877.5
ARIZONA,1986-01-31,NA,0,0,0,0,20,88,0,25,877.5
ARIZONA,1986-03-03,NA,0,0,0,0,20,88,0,25,877.5
ARIZONA,1986-03-31,198603,4,0,0,4,21,91,0,0,877.5
ARIZONA,1986-05-01,NA,0,0,0,4,21,91,0,0,877.5
ARIZONA,1986-05-31,198605,5,0,0,9,26,96,0,0,877.5
ARIZONA,1986-07-01,NA,0,0,0,5,26,96,0,0,877.5
ARIZONA,1986-07-31,198607,15,0,1,20,29,101,0,0,875
ARIZONA,1986-08-31,198608,20,0,1,35,44,93,0,0,575
ARIZONA,1986-10-01,NA,0,0,0,35,44,93,0,0,575
ARIZONA,1986-10-31,198610,9,0,1,29,53,100,0,0,575
ARIZONA,1986-12-01,NA,0,0,0,9,53,100,0,0,575
ARIZONA,1986-12-31,NA,0,0,0,9,53,99,0,0,325
ARIZONA,1987-01-31,NA,0,0,1,0,53,99,0,0,325
ARIZONA,1987-03-03,NA,0,0,0,0,53,99,0,0,325
ARIZONA,1987-03-31,NA,0,0,0,0,49,99,0,0,325
ARIZONA,1987-05-01,NA,0,0,0,0,49,99,0,0,325
ARIZONA,1987-05-31,198705,1,0,0,1,45,99,0,0,325
ARIZONA,1987-07-01,NA,0,0,0,1,45,99,0,0,325
ARIZONA,1987-07-31,198707,5,0,1,6,35,88,0,0,275
ARIZONA,1987-08-31,198708,11,0.25,1,16,26,91,0.25,0.25,25.25
ARIZONA,1987-10-01,NA,0,0,0,16,26,91,0.25,0.25,25.25
ARIZONA,1987-10-31,198710,5,0,1,16,22,95,0.25,0.25,25.25
ARIZONA,1987-12-01,NA,0,0,0,5,22,95,0,0.25,25.25
ARIZONA,1987-12-31,NA,0,0,0,5,22,95,0,0.25,25.25
ARIZONA,1988-01-31,NA,0,0,1,0,22,95,0,0.25,25.25
ARIZONA,1988-03-02,NA,0,0,0,0,22,95,0,0.25,25.25
ARIZONA,1988-03-31,NA,0,0,0,0,22,92,0,0.25,0.25
ARIZONA,1988-05-01,NA,0,0,0,0,22,92,0,0.25,0.25
ARIZONA,1988-05-31,NA,0,0,0,0,21,92,0,0.25,0.25
ARIZONA,1988-07-01,NA,0,0,0,0,21,92,0,0.25,0.25
ARIZONA,1988-07-31,198807,12,25,1,12,28,92,25,25.25,25.25
ARIZONA,1988-08-31,198808,18,0,1,30,35,105,25,25,25.25
ARIZONA,1988-10-01,NA,0,0,0,30,35,105,25,25,25.25
ARIZONA,1988-10-31,198810,3,0,1,21,33,108,0,25,25.25
ARIZONA,1988-12-01,NA,0,0,0,3,33,108,0,25,25.25
ARIZONA,1988-12-31,NA,0,0,0,3,33,108,0,25,25.25
ARIZONA,1989-01-31,198901,1,25,0,1,34,109,25,50,50.25
ARIZONA,1989-03-03,NA,0,0,0,1,34,109,25,50,50.25
ARIZONA,1989-03-31,NA,0,0,0,1,34,105,25,50,50.25
ARIZONA,1989-05-01,NA,0,0,0,0,34,105,0,50,50.25
ARIZONA,1989-05-31,NA,0,0,0,0,34,100,0,50,50.25
ARIZONA,1989-07-01,NA,0,0,0,0,34,100,0,50,50.25
ARIZONA,1989-07-31,198907,9,0,1,9,31,94,0,25,50.25
ARIZONA,1989-08-31,198908,12,0,1,21,25,86,0,25,50.25
ARIZONA,1989-10-01,NA,0,0,0,21,25,86,0,25,50.25
ARIZONA,1989-10-31,198910,1,0,1,13,23,78,0,25,50.25
ARIZONA,1989-12-01,NA,0,0,0,1,23,78,0,25,50.25
ARIZONA,1989-12-31,NA,0,0,1,1,23,78,0,25,50.25
ARIZONA,1990-01-31,199001,1,0,1,1,23,79,0,0,50.25
ARIZONA,1990-03-03,NA,0,0,0,1,23,79,0,0,50.25
ARIZONA,1990-03-31,NA,0,0,1,1,23,79,0,0,50.25
ARIZONA,1990-05-01,NA,0,0,0,0,23,79,0,0,50.25
ARIZONA,1990-05-31,NA,0,0,1,0,23,78,0,0,50.25
ARIZONA,1990-07-01,NA,0,0,0,0,23,78,0,0,50.25
ARIZONA,1990-07-31,199007,18,2.5,1,18,32,91,2.5,2.5,52.75
ARIZONA,1990-08-31,199008,27,0,1,45,47,107,2.5,2.5,52.5
ARIZONA,1990-10-01,NA,0,0,0,45,47,107,2.5,2.5,52.5
ARIZONA,1990-10-31,199010,1,0,1,28,47,103,0,2.5,52.5
ARIZONA,1990-12-01,NA,0,0,0,1,47,103,0,2.5,52.5
ARIZONA,1990-12-31,NA,0,0,1,1,47,103,0,2.5,52.5
ARIZONA,1991-01-31,NA,0,0,1,0,46,103,0,2.5,52.5
ARIZONA,1991-03-03,NA,0,0,0,0,46,103,0,2.5,52.5
ARIZONA,1991-03-31,NA,0,0,0,0,46,103,0,2.5,52.5
ARIZONA,1991-05-01,NA,0,0,0,0,46,103,0,2.5,52.5
ARIZONA,1991-05-31,NA,0,0,1,0,46,103,0,2.5,52.5
ARIZONA,1991-07-01,NA,0,0,0,0,46,103,0,2.5,52.5
ARIZONA,1991-07-31,199107,6,0,0,6,34,97,0,0,27.5
ARIZONA,1991-08-31,199108,14,250,1,20,21,93,250,250,277.5
ARIZONA,1991-10-01,NA,0,0,0,20,21,93,250,250,277.5
ARIZONA,1991-10-31,199110,1,0,0,15,21,91,250,250,277.5
ARIZONA,1991-12-01,NA,0,0,0,1,21,91,0,250,277.5
ARIZONA,1991-12-31,199112,1,0,0,2,22,92,0,250,277.5
ARIZONA,1992-01-31,199201,3,50,0,4,25,94,50,300,302.5
ARIZONA,1992-03-02,NA,0,0,0,4,25,94,50,300,302.5
ARIZONA,1992-03-31,199203,3,0,1,6,28,97,50,300,302.5
ARIZONA,1992-05-01,NA,0,0,0,3,28,97,0,300,302.5
ARIZONA,1992-05-31,199205,9,25.25,1,12,37,106,25.25,325.25,327.75
ARIZONA,1992-07-01,NA,0,0,0,9,37,106,25.25,325.25,327.75
ARIZONA,1992-07-31,199207,13,2.5,1,22,44,110,27.75,327.75,330.25
ARIZONA,1992-08-31,199208,30,25,0,43,60,128,27.5,102.75,355.25
ARIZONA,1992-10-01,NA,0,0,0,43,60,128,27.5,102.75,355.25
ARIZONA,1992-10-31,199210,12,25,1,42,71,139,50,127.75,380.25
ARIZONA,1992-12-01,NA,0,0,0,12,71,139,25,127.75,380.25
ARIZONA,1992-12-31,199212,1,0,0,13,71,140,25,127.75,380.25
ARIZONA,1993-01-31,199301,6,10,0,7,74,145,10,87.75,390.25
ARIZONA,1993-03-03,NA,0,0,0,7,74,145,10,87.75,390.25
ARIZONA,1993-03-31,NA,0,0,1,6,71,145,10,87.75,390.25
ARIZONA,1993-05-01,NA,0,0,0,0,71,145,0,87.75,390.25
ARIZONA,1993-05-31,199305,4,50,1,4,66,149,50,112.5,440.25
ARIZONA,1993-07-01,NA,0,0,0,4,66,149,50,112.5,440.25
ARIZONA,1993-07-31,NA,0,0,1,4,53,131,50,110,437.75
ARIZONA,1993-08-31,199308,23,2720,1,23,46,127,2720,2805,3157.75
ARIZONA,1993-10-01,NA,0,0,0,23,46,127,2720,2805,3157.75
ARIZONA,1993-10-31,NA,0,0,0,23,34,126,2720,2780,3157.75
ARIZONA,1993-12-01,NA,0,0,0,0,34,126,0,2780,3157.75
ARIZONA,1993-12-31,NA,0,0,0,0,33,126,0,2780,3157.75
ARIZONA,1994-01-31,NA,0,0,1,0,27,126,0,2770,3157.75
ARIZONA,1994-03-03,NA,0,0,0,0,27,126,0,2770,3157.75
ARIZONA,1994-03-31,199403,9,55,1,9,36,135,55,2825,3212.75
ARIZONA,1994-05-01,NA,0,0,0,9,36,135,55,2825,3212.75
ARIZONA,1994-05-31,199405,3,105,1,12,35,138,160,2880,3317.75
ARIZONA,1994-07-01,NA,0,0,0,3,35,138,105,2880,3317.75
ARIZONA,1994-07-31,199407,17,555,1,20,52,149,660,3435,3872.75
ARIZONA,1994-08-31,NA,0,0,1,17,29,135,555,715,3622.75
ARIZONA,1994-10-01,NA,0,0,0,17,29,135,555,715,3622.75
ARIZONA,1994-10-31,199410,2,0,1,2,31,136,0,715,3622.75
ARIZONA,1994-12-01,NA,0,0,0,2,31,136,0,715,3622.75
ARIZONA,1994-12-31,NA,0,0,1,2,31,135,0,715,3622.75
ARIZONA,1995-01-31,NA,0,0,1,0,31,132,0,715,3572.75
ARIZONA,1995-03-03,NA,0,0,0,0,31,132,0,715,3572.75
ARIZONA,1995-03-31,199503,2,0,1,2,24,131,0,660,3572.75
ARIZONA,1995-05-01,NA,0,0,0,2,24,131,0,660,3572.75
ARIZONA,1995-05-31,199505,4,0,1,6,25,126,0,555,3547.5
ARIZONA,1995-07-01,NA,0,0,0,4,25,126,0,555,3547.5
ARIZONA,1995-07-31,199507,19,98,1,23,27,132,98,98,3643
ARIZONA,1995-08-31,199508,28,9.1,1,47,55,130,107.1,107.1,3627.1
ARIZONA,1995-10-01,NA,0,0,0,47,55,130,107.1,107.1,3627.1
ARIZONA,1995-10-31,NA,0,0,1,28,53,118,9.1,107.1,3602.1
ARIZONA,1995-12-01,NA,0,0,0,0,53,118,0,107.1,3602.1
ARIZONA,1995-12-31,NA,0,0,1,0,53,117,0,107.1,3602.1
ARIZONA,1996-01-31,199601,6,0,1,6,59,117,0,107.1,3592.1
ARIZONA,1996-03-02,NA,0,0,0,6,59,117,0,107.1,3592.1
ARIZONA,1996-03-31,199603,11,0,1,17,68,128,0,107.1,3592.1
ARIZONA,1996-05-01,NA,0,0,0,11,68,128,0,107.1,3592.1
ARIZONA,1996-05-31,199605,11,0,1,22,75,135,0,107.1,3542.1
ARIZONA,1996-07-01,NA,0,0,0,11,75,135,0,107.1,3542.1
ARIZONA,1996-07-31,199607,64,0.5,1,75,120,199,0.5,9.6,3542.6
ARIZONA,1996-08-31,199608,92,0,1,156,184,268,0.5,0.5,822.6
ARIZONA,1996-10-01,NA,0,0,0,156,184,268,0.5,0.5,822.6
ARIZONA,1996-10-31,199610,10,0,1,102,194,278,0,0.5,822.6
ARIZONA,1996-12-01,NA,0,0,0,10,194,278,0,0.5,822.6
ARIZONA,1996-12-31,199612,3,5,1,13,197,281,5,5.5,827.6
ARIZONA,1997-01-31,199701,24,0,0,27,215,305,5,5.5,827.6
ARIZONA,1997-03-03,NA,0,0,0,27,215,305,5,5.5,827.6
ARIZONA,1997-03-31,199703,1,0,1,25,205,297,0,5.5,772.6
ARIZONA,1997-05-01,NA,0,0,0,1,205,297,0,5.5,772.6
ARIZONA,1997-05-31,199705,11,5,1,12,205,305,5,10.5,672.6
ARIZONA,1997-07-01,NA,0,0,0,11,205,305,5,10.5,672.6
ARIZONA,1997-07-31,199707,26,0,1,37,167,314,5,10,117.6
ARIZONA,1997-08-31,199708,123,345,1,149,198,437,345,355,462.6
ARIZONA,1997-10-01,NA,0,0,0,149,198,437,345,355,462.6
ARIZONA,1997-10-31,199710,19,0,1,142,207,454,345,355,462.6
ARIZONA,1997-12-01,NA,0,0,0,19,207,454,0,355,462.6
ARIZONA,1997-12-31,199712,21,0,1,40,225,475,0,350,462.6
ARIZONA,1998-01-31,199801,5,0,1,26,206,480,0,350,462.6
ARIZONA,1998-03-03,NA,0,0,0,26,206,480,0,350,462.6
ARIZONA,1998-03-31,199803,23,0,1,28,228,501,0,350,462.6
ARIZONA,1998-05-01,NA,0,0,0,23,228,501,0,350,462.6
ARIZONA,1998-05-31,199805,1,0,1,24,218,498,0,345,462.6
ARIZONA,1998-07-01,NA,0,0,0,1,218,498,0,345,462.6
ARIZONA,1998-07-31,199807,77,54.8,1,78,269,556,54.8,399.8,419.4
ARIZONA,1998-08-31,199808,71,4,1,148,217,599,58.8,58.8,414.3
ARIZONA,1998-10-01,NA,0,0,0,148,217,599,58.8,58.8,414.3
ARIZONA,1998-10-31,199810,16,0,1,87,214,615,4,58.8,414.3
ARIZONA,1998-12-01,NA,0,0,0,16,214,615,0,58.8,414.3
ARIZONA,1998-12-31,199812,5,0,1,21,198,620,0,58.8,414.3
ARIZONA,1999-01-31,NA,0,0,1,5,193,614,0,58.8,414.3
ARIZONA,1999-03-03,NA,0,0,0,5,193,614,0,58.8,414.3
ARIZONA,1999-03-31,199903,6,30,1,6,176,609,30,88.8,444.3
ARIZONA,1999-05-01,NA,0,0,0,6,176,609,30,88.8,444.3
ARIZONA,1999-05-31,199905,1,0,1,7,176,599,30,88.8,444.3
ARIZONA,1999-07-01,NA,0,0,0,1,176,599,0,88.8,444.3
ARIZONA,1999-07-31,199907,86,123.5,1,87,185,621,123.5,157.5,567.3
ARIZONA,1999-08-31,199908,46,100,1,132,160,575,223.5,253.5,667.3
ARIZONA,1999-10-01,NA,0,0,0,132,160,575,223.5,253.5,667.3
ARIZONA,1999-10-31,199910,1,0,1,47,145,566,100,253.5,667.3
ARIZONA,1999-12-01,NA,0,0,0,1,145,566,0,253.5,667.3
ARIZONA,1999-12-31,199912,2,0,1,3,142,565,0,253.5,662.3
ARIZONA,2000-01-31,200001,12,0,1,14,154,553,0,253.5,662.3
ARIZONA,2000-03-02,NA,0,0,0,14,154,553,0,253.5,662.3
ARIZONA,2000-03-31,200003,23,0,1,35,171,575,0,223.5,662.3
ARIZONA,2000-05-01,NA,0,0,0,23,171,575,0,223.5,662.3
ARIZONA,2000-05-31,200005,9,0,1,32,179,573,0,223.5,657.3
ARIZONA,2000-07-01,NA,0,0,0,9,179,573,0,223.5,657.3
ARIZONA,2000-07-31,200007,24,0,1,33,117,571,0,100,657.3
ARIZONA,2000-08-31,200008,78,0,1,102,149,526,0,0,312.3
ARIZONA,2000-10-01,NA,0,0,0,102,149,526,0,0,312.3
ARIZONA,2000-10-31,200010,31,28.2,1,109,179,538,28.2,28.2,340.5
ARIZONA,2000-12-01,NA,0,0,0,31,179,538,28.2,28.2,340.5
ARIZONA,2000-12-31,200012,5,0,1,36,182,522,28.2,28.2,340.5
ARIZONA,2001-01-31,200101,45,0,1,50,215,562,0,28.2,340.5
ARIZONA,2001-03-03,NA,0,0,0,50,215,562,0,28.2,340.5
ARIZONA,2001-03-31,200103,7,0,1,52,199,546,0,28.2,340.5
ARIZONA,2001-05-01,NA,0,0,0,7,199,546,0,28.2,340.5
ARIZONA,2001-05-31,200105,3,0,1,10,193,548,0,28.2,340.5
ARIZONA,2001-07-01,NA,0,0,0,3,193,548,0,28.2,340.5
ARIZONA,2001-07-31,200107,46,437,1,49,215,517,437,465.2,722.7
ARIZONA,2001-08-31,200108,85,497,1,131,222,531,934,962.2,1215.7
ARIZONA,2001-10-01,NA,0,0,0,131,222,531,934,962.2,1215.7
ARIZONA,2001-10-31,200110,2,0,1,87,193,517,497,934,1215.7
ARIZONA,2001-12-01,NA,0,0,0,2,193,517,0,934,1215.7
ARIZONA,2001-12-31,200112,10,0,1,12,198,522,0,934,1215.7
ARIZONA,2002-01-31,200201,8,0,1,18,161,530,0,934,1215.7
ARIZONA,2002-03-03,NA,0,0,0,18,161,530,0,934,1215.7
ARIZONA,2002-03-31,200203,11,0,1,19,165,535,0,934,1185.7
ARIZONA,2002-05-01,NA,0,0,0,11,165,535,0,934,1185.7
ARIZONA,2002-05-31,200205,9,190,1,20,171,543,190,1124,1375.7
ARIZONA,2002-07-01,NA,0,0,0,9,171,543,190,1124,1375.7
ARIZONA,2002-07-31,200207,55,181.8,1,64,180,512,371.8,868.8,1434
ARIZONA,2002-08-31,200208,33,209,1,88,128,499,390.8,580.8,1543
ARIZONA,2002-10-01,NA,0,0,0,88,128,499,390.8,580.8,1543
ARIZONA,2002-10-31,200210,4,0,1,37,130,502,209,580.8,1543
ARIZONA,2002-12-01,NA,0,0,0,4,130,502,0,580.8,1543
ARIZONA,2002-12-31,200212,9,0,1,13,129,509,0,580.8,1543
ARIZONA,2003-01-31,200301,5,0,1,14,126,502,0,580.8,1543
ARIZONA,2003-03-03,NA,0,0,0,14,126,502,0,580.8,1543
ARIZONA,2003-03-31,200303,5,0,1,10,120,484,0,580.8,1543
ARIZONA,2003-05-01,NA,0,0,0,5,120,484,0,580.8,1543
ARIZONA,2003-05-31,200305,2,0,1,7,113,477,0,390.8,1543
ARIZONA,2003-07-01,NA,0,0,0,2,113,477,0,390.8,1543
ARIZONA,2003-07-31,200307,80,1386,1,82,138,533,1386,1595,2929
ARIZONA,2003-08-31,200308,88,125,1,168,193,543,1511,1511,3054
ARIZONA,2003-10-01,NA,0,0,0,168,193,543,1511,1511,3054
ARIZONA,2003-10-31,200310,5,0,1,93,194,517,125,1511,3025.8
ARIZONA,2003-12-01,NA,0,0,0,5,194,517,0,1511,3025.8
ARIZONA,2003-12-31,200312,3,0,0,8,188,515,0,1511,3025.8
ARIZONA,2004-01-31,200401,4,0,1,7,187,474,0,1511,3025.8
ARIZONA,2004-03-02,NA,0,0,0,7,187,474,0,1511,3025.8
ARIZONA,2004-03-31,200403,11,0,1,15,193,478,0,1511,3025.8
ARIZONA,2004-05-01,NA,0,0,0,11,193,478,0,1511,3025.8
ARIZONA,2004-05-31,200405,1,0,1,12,192,476,0,1511,3025.8
ARIZONA,2004-07-01,NA,0,0,0,1,192,476,0,1511,3025.8
ARIZONA,2004-07-31,200407,57,25,1,58,169,487,25,150,2613.8
ARIZONA,2004-08-31,200408,68,105,1,125,149,470,130,130,2221.8
ARIZONA,2004-10-01,NA,0,0,0,125,149,470,130,130,2221.8
ARIZONA,2004-10-31,200410,6,0,1,74,150,474,105,130,2221.8
ARIZONA,2004-12-01,NA,0,0,0,6,150,474,0,130,2221.8
ARIZONA,2004-12-31,200412,31,0,1,37,178,495,0,130,2221.8
ARIZONA,2005-01-31,200501,19,0,1,50,193,506,0,130,2221.8
ARIZONA,2005-03-03,NA,0,0,0,50,193,506,0,130,2221.8
ARIZONA,2005-03-31,200503,10,0,1,29,192,505,0,130,2221.8
ARIZONA,2005-05-01,NA,0,0,0,10,192,505,0,130,2221.8
ARIZONA,2005-05-31,200505,13,0,1,23,204,509,0,130,2031.8
ARIZONA,2005-07-01,NA,0,0,0,13,204,509,0,130,2031.8
ARIZONA,2005-07-31,200507,93,0,1,106,240,547,0,105,1850
ARIZONA,2005-08-31,200508,118,10,1,211,290,632,10,10,1651
ARIZONA,2005-10-01,NA,0,0,0,211,290,632,10,10,1651
ARIZONA,2005-10-31,200510,20,0,1,138,304,648,10,10,1651
ARIZONA,2005-12-01,NA,0,0,0,20,304,648,0,10,1651
ARIZONA,2005-12-31,NA,0,0,1,20,273,639,0,10,1651
ARIZONA,2006-01-31,200601,5,0,1,5,259,639,0,10,1651
ARIZONA,2006-03-03,NA,0,0,0,5,259,639,0,10,1651
ARIZONA,2006-03-31,200603,30,0,1,35,279,664,0,10,1651
ARIZONA,2006-05-01,NA,0,0,0,30,279,664,0,10,1651
ARIZONA,2006-05-31,200605,4,0,1,34,270,666,0,10,1651
ARIZONA,2006-07-01,NA,0,0,0,4,270,666,0,10,1651
ARIZONA,2006-07-31,200607,126,0,1,130,303,712,0,10,265
ARIZONA,2006-08-31,200608,80,0,1,206,265,704,0,0,140
ARIZONA,2006-10-01,NA,0,0,0,206,265,704,0,0,140
ARIZONA,2006-10-31,200610,18,15,1,98,263,717,15,15,155
ARIZONA,2006-12-01,NA,0,0,0,18,263,717,15,15,155
ARIZONA,2006-12-31,200612,2,15,1,20,265,716,30,30,170
ARIZONA,2007-01-31,200701,7,50,1,9,267,719,65,80,220
ARIZONA,2007-03-03,NA,0,0,0,9,267,719,65,80,220
ARIZONA,2007-03-31,200703,8,56,1,15,245,716,106,136,276
ARIZONA,2007-05-01,NA,0,0,0,8,245,716,56,136,276
ARIZONA,2007-05-31,200705,10,11,1,18,251,725,67,147,287
ARIZONA,2007-07-01,NA,0,0,0,10,251,725,11,147,287
ARIZONA,2007-07-31,200707,137,2032.5,1,147,262,805,2043.5,2179.5,2294.5
ARIZONA,2007-08-31,200708,70,612,1,207,252,807,2644.5,2791.5,2801.5
ARIZONA,2007-10-01,NA,0,0,0,207,252,807,2644.5,2791.5,2801.5
ARIZONA,2007-10-31,200710,3,0,1,73,237,804,612,2776.5,2801.5
ARIZONA,2007-12-01,NA,0,0,0,3,237,804,0,2776.5,2801.5
ARIZONA,2007-12-31,200712,24,270,1,27,259,797,270,3031.5,3071.5
ARIZONA,2008-01-31,200801,31,937,1,55,283,809,1207,3918.5,4008.5
ARIZONA,2008-03-02,NA,0,0,0,55,283,809,1207,3918.5,4008.5
ARIZONA,2008-03-31,200803,4,45,1,35,279,803,982,3907.5,4053.5
ARIZONA,2008-05-01,NA,0,0,0,4,279,803,45,3907.5,4053.5
ARIZONA,2008-05-31,200805,7,60,1,11,276,797,105,3956.5,4113.5
ARIZONA,2008-07-01,NA,0,0,0,7,276,797,60,3956.5,4113.5
ARIZONA,2008-07-31,200807,87,2955.5,1,94,226,791,3015.5,4879.5,7069
ARIZONA,2008-08-31,200808,113,1635,1,200,269,786,4590.5,5902.5,8694
ARIZONA,2008-10-01,NA,0,0,0,200,269,786,4590.5,5902.5,8694
ARIZONA,2008-10-31,200810,10,30,1,123,276,776,1665,5932.5,8724
ARIZONA,2008-12-01,NA,0,0,0,10,276,776,30,5932.5,8724
ARIZONA,2008-12-31,200812,39,0,1,49,291,815,30,5662.5,8724
ARIZONA,2009-01-31,200901,4,0,1,43,264,814,0,4725.5,8724
ARIZONA,2009-03-03,NA,0,0,0,43,264,814,0,4725.5,8724
ARIZONA,2009-03-31,200903,25,401,1,29,285,809,401,5081.5,9125
ARIZONA,2009-05-01,NA,0,0,0,25,285,809,401,5081.5,9125
ARIZONA,2009-05-31,200905,23,930,1,48,301,828,1331,5951.5,10055
ARIZONA,2009-07-01,NA,0,0,0,23,301,828,930,5951.5,10055
ARIZONA,2009-07-31,200907,79,1277.25,1,102,293,781,2207.25,4273.25,11332.25
ARIZONA,2009-08-31,200908,18,150,1,97,198,719,1427.25,2788.25,11482.25
ARIZONA,2009-10-01,NA,0,0,0,97,198,719,1427.25,2788.25,11482.25
ARIZONA,2009-10-31,200910,13,432.5,1,31,201,714,582.5,3190.75,11899.75
ARIZONA,2009-12-01,NA,0,0,0,13,201,714,432.5,3190.75,11899.75
ARIZONA,2009-12-31,200912,54,1063,1,67,216,766,1495.5,4253.75,12947.75
ARIZONA,2010-01-31,201001,82,2181.5,1,136,294,841,3244.5,6435.25,15079.25
ARIZONA,2010-03-03,NA,0,0,0,136,294,841,3244.5,6435.25,15079.25
ARIZONA,2010-03-31,201003,7,4,1,89,276,840,2185.5,6038.25,15027.25
ARIZONA,2010-05-01,NA,0,0,0,7,276,840,4,6038.25,15027.25
ARIZONA,2010-05-31,201005,16,86,1,23,269,846,90,5194.25,15102.25
ARIZONA,2010-07-01,NA,0,0,0,16,269,846,86,5194.25,15102.25
ARIZONA,2010-07-31,201007,114,1752.7,1,130,304,823,1838.7,5669.7,14822.45
ARIZONA,2010-08-31,201008,121,2967.2,1,235,407,874,4719.9,8486.9,17177.65
ARIZONA,2010-10-01,NA,0,0,0,235,407,874,4719.9,8486.9,17177.65
ARIZONA,2010-10-31,201010,67,2450.73,0,188,461,938,5417.93,10505.13,19628.38
ARIZONA,2010-12-01,NA,0,0,0,67,461,938,2450.73,10505.13,19628.38
ARIZONA,2010-12-31,201012,29,116,1,96,436,943,2566.73,9558.13,19474.38
ARIZONA,2011-01-31,201101,6,253,0,35,360,918,369,7629.63,18790.38
ARIZONA,2011-03-03,NA,0,0,0,35,360,918,369,7629.63,18790.38
